3.000000000000000000e+00,2.000000000000000000e+01
5.400000000000000000e+01,2.000000000000000000e+00
5.700000000000000000e+01,6.100000000000000000e+01
6.300000000000000000e+01,4.000000000000000000e+01
8.500000000000000000e+01,4.000000000000000000e+00
1.000000000000000000e+02,6.800000000000000000e+01
1.010000000000000000e+02,9.000000000000000000e+00
1.180000000000000000e+02,7.000000000000000000e+00
1.180000000000000000e+02,3.100000000000000000e+01
1.270000000000000000e+02,7.500000000000000000e+01
1.390000000000000000e+02,5.300000000000000000e+01
1.730000000000000000e+02,1.700000000000000000e+01
1.810000000000000000e+02,7.500000000000000000e+01
1.920000000000000000e+02,6.500000000000000000e+01
1.940000000000000000e+02,2.000000000000000000e+00
2.000000000000000000e+02,2.200000000000000000e+01
2.210000000000000000e+02,2.800000000000000000e+01
2.230000000000000000e+02,7.100000000000000000e+01
2.270000000000000000e+02,4.300000000000000000e+01
2.340000000000000000e+02,1.700000000000000000e+01
2.370000000000000000e+02,7.700000000000000000e+01
2.530000000000000000e+02,7.000000000000000000e+01
2.580000000000000000e+02,3.900000000000000000e+01
2.630000000000000000e+02,1.300000000000000000e+01
2.640000000000000000e+02,7.600000000000000000e+01
2.750000000000000000e+02,5.200000000000000000e+01
2.900000000000000000e+02,6.400000000000000000e+01
2.000000000000000000e+00,3.600000000000000000e+01
