2.131250000000000000e+01,-2.706250000000000000e+01
2.343750000000000000e+01,-2.143750000000000000e+01
2.706250000000000000e+01,-2.706250000000000000e+01
2.893750000000000000e+01,-2.343750000000000000e+01
2.956250000000000000e+01,-2.131250000000000000e+01
3.068750000000000000e+01,-2.956250000000000000e+01
3.093750000000000000e+01,-2.681250000000000000e+01
3.156250000000000000e+01,-2.393750000000000000e+01
3.181250000000000000e+01,-2.918750000000000000e+01
3.243750000000000000e+01,-2.606250000000000000e+01
3.268750000000000000e+01,-2.081250000000000000e+01
3.368750000000000000e+01,-2.368750000000000000e+01
3.743750000000000000e+01,-2.918750000000000000e+01
3.743750000000000000e+01,-2.906250000000000000e+01
3.743750000000000000e+01,-2.131250000000000000e+01
3.756250000000000000e+01,-2.368750000000000000e+01
3.781250000000000000e+01,-2.668750000000000000e+01
3.781250000000000000e+01,-2.568750000000000000e+01
3.793750000000000000e+01,-2.668750000000000000e+01
3.818750000000000000e+01,-2.356250000000000000e+01
3.831250000000000000e+01,-2.343750000000000000e+01
3.843750000000000000e+01,-2.993750000000000000e+01
3.981250000000000000e+01,-2.518750000000000000e+01
4.006250000000000000e+01,-2.643750000000000000e+01
4.081250000000000000e+01,-2.306250000000000000e+01
4.293750000000000000e+01,-2.831250000000000000e+01
4.418750000000000000e+01,-2.931250000000000000e+01
4.443750000000000000e+01,-2.368750000000000000e+01
4.456250000000000000e+01,-2.381250000000000000e+01
4.518750000000000000e+01,-2.368750000000000000e+01
4.518750000000000000e+01,-2.206250000000000000e+01
4.531250000000000000e+01,-2.893750000000000000e+01
5.206250000000000000e+01,-2.456250000000000000e+01
5.218750000000000000e+01,-2.231250000000000000e+01
5.693750000000000000e+01,-2.118750000000000000e+01
5.706250000000000000e+01,-2.131250000000000000e+01
2.068750000000000000e+01,-2.468750000000000000e+01
2.356250000000000000e+01,-2.456250000000000000e+01
2.443750000000000000e+01,-2.181250000000000000e+01
2.481250000000000000e+01,-2.893750000000000000e+01
2.493750000000000000e+01,-2.656250000000000000e+01
2.568750000000000000e+01,-2.318750000000000000e+01
2.618750000000000000e+01,-2.531250000000000000e+01
2.643750000000000000e+01,-2.231250000000000000e+01
2.743750000000000000e+01,-2.068750000000000000e+01
2.918750000000000000e+01,-2.781250000000000000e+01
2.968750000000000000e+01,-2.043750000000000000e+01
3.106250000000000000e+01,-2.293750000000000000e+01
3.281250000000000000e+01,-2.931250000000000000e+01
3.481250000000000000e+01,-2.943750000000000000e+01
3.681250000000000000e+01,-2.918750000000000000e+01
3.693750000000000000e+01,-2.756250000000000000e+01
3.793750000000000000e+01,-2.318750000000000000e+01
3.856250000000000000e+01,-2.468750000000000000e+01
3.906250000000000000e+01,-2.193750000000000000e+01
3.918750000000000000e+01,-2.956250000000000000e+01
4.068750000000000000e+01,-2.993750000000000000e+01
4.156250000000000000e+01,-2.543750000000000000e+01
4.243750000000000000e+01,-2.068750000000000000e+01
4.281250000000000000e+01,-2.981250000000000000e+01
4.418750000000000000e+01,-2.731250000000000000e+01
4.443750000000000000e+01,-2.268750000000000000e+01
4.581250000000000000e+01,-2.868750000000000000e+01
4.581250000000000000e+01,-2.056250000000000000e+01
4.793750000000000000e+01,-2.631250000000000000e+01
4.856250000000000000e+01,-2.343750000000000000e+01
4.906250000000000000e+01,-2.931250000000000000e+01
5.018750000000000000e+01,-2.618750000000000000e+01
5.043750000000000000e+01,-2.893750000000000000e+01
5.243750000000000000e+01,-2.343750000000000000e+01
5.306250000000000000e+01,-2.181250000000000000e+01
5.356250000000000000e+01,-2.881250000000000000e+01
5.531250000000000000e+01,-2.556250000000000000e+01
5.581250000000000000e+01,-2.993750000000000000e+01
5.881250000000000000e+01,-2.468750000000000000e+01
5.931250000000000000e+01,-2.343750000000000000e+01
